Gene,importance
ZNF215,0.003418181818181818
WBP2,0.0033950204384986995
HLA-DOB,0.0033922599139990448
PARP9,0.0033875598086124405
SLC25A23,0.0033836212560386476
SPDL1,0.0033730407523510975
DOCK2,0.0033683358849090415
LOC606724,0.0033683116883116877
LAG3,0.00336801665902195
NUB1,0.003360579752152909
SMPDL3B,0.003348245965052688
PARP14,0.0032908843537414966
TRMT5,0.003270575994054255
FTH1P3,0.0032678458049886622
GBP1P1,0.003247744332961724
RBM14,0.0032417171962163477
WDR4,0.00323752409509531
APOB,0.0032110448535130932
COL9A2,0.0032079368125784305
VNN2,0.003207074829931973
CASP3,0.003203023835450696
LHFPL2,0.003201018213737108
KIF15,0.003172395098195007
BMP1,0.003084073212660532
HLA-DPB1,0.003052858282162795
IFI16,0.0030286456178396657
KLRC2,0.0029805420044146835
NBL1,0.002979700452803901
PPT1,0.002966594982078853
SKAP1,0.0029119538902275615
MCM3,0.0028255223037831735
CCDC25,0.002807281650180201
KIF20A,0.0026101382488479263
OXT,0.0024645161290322583
HJURP,0.0024344827586206897
CXCR6,0.0023745819397993314
OXCT1,0.00232
F10,0.0023152709359605906
CRELD1,0.00229642722611273
AQP10,0.002164691743197227
GART,0.002160278260869565
SCAMP5,0.00215034630912256
CMTM7,0.002139722346618898
SP140,0.0021352657004830916
HLA-DQB1,0.002012307692307692
ITGB7,0.0020039960039960037
HCST,0.002002509567726959
MCM4,0.002
XKRX,0.002
WAS,0.002
ST3GAL5,0.002
SMPDL3A,0.002
TRIM22,0.002
PPARG,0.002
LDHB,0.002
MICB,0.002
MELK,0.002
DHRS7,0.002
NUP93,0.002
C2orf88,0.002
BST2,0.002
NDC80,0.002
HLA-E,0.002
ADH4,0.002
KARS,0.001959957645485624
CD40,0.001944507695551339
LRRC3DN,0.0018992923160755333
IRF9,0.0018611996522747032
PSMB9,0.0018458756209520214
PKIB,0.00184
SRBD1,0.0018399999999999998
SETD9,0.0018399999999999998
UBL3,0.0018394648829431438
IL17D,0.0018394648829431438
PLCH1,0.0018394648829431438
TRIM21,0.0018394648829431438
E2F3,0.0018394648829431438
RPIA,0.0018394648829431438
TMEM237,0.0018394648829431438
MS4A10,0.0018394648829431438
BTN3A1,0.0018383838383838386
ACKR4,0.0018383838383838386
LAMB3,0.0018383838383838383
HSD3B7,0.0018383838383838383
MLKL,0.0018367346938775511
FBP1,0.0018367346938775511
PRAP1,0.001836734693877551
NELL2,0.001836734693877551
FAM72D,0.001836734693877551
AIM2,0.001834558886157026
PHYH,0.0018344827586206898
SDF2,0.0018344827586206898
YIF1B,0.0018344827586206898
LRRC29,0.0018323809523809525
CASP5,0.001831578947368421
DOCK10,0.001831578947368421
GAL3ST1,0.001831578947368421
NSMCE4A,0.001827956989247312
ANLN,0.001827956989247312
LRFN3,0.001827956989247312
BID,0.0018279569892473118
FANCD2,0.001823529411764706
DDX10,0.001823529411764706
SERPINE2,0.001823529411764706
CCL5,0.0018181818181818184
TNNC2,0.0018117647058823532
TRAFD1,0.0018117647058823532
CDC25B,0.0018117647058823528
APBB1IP,0.0017258741258741256
PFAS,0.0016928000000000002
CDK4,0.0016928000000000002
FASN,0.0016923076923076926
NEU4,0.0016923076923076926
CDC20,0.0016923076923076926
MYO1D,0.0016923076923076926
B3GAT1,0.0016923076923076926
PEMT,0.0016923076923076924
UPB1,0.0016923076923076924
FAM89A,0.0016908212560386472
PRF1,0.0016908212560386472
KPNB1,0.0016908212560386472
FOXN3,0.0016883116883116885
TRPV2,0.0016883116883116885
SLAMF8,0.0016883116883116883
FCAMR,0.0016883116883116883
RNF20,0.001684729064039409
MYL4,0.001684729064039409
CACFD1,0.001684729064039409
IGFBP5,0.001684729064039409
PSMA1,0.001684729064039409
RDH5,0.001684729064039409
CBX2,0.001684729064039409
CCDC33,0.0016847290640394088
POLQ,0.0016847290640394088
MMP28,0.0016847290640394088
MYO5A,0.0016805555555555554
ANO6,0.0016799999999999999
ADI1,0.0016740237691001698
MIR346,0.0016740237691001698
SRSF2,0.0016740237691001698
P4HA2,0.0016667204653476111
CD69,0.0016666666666666668
CHKA,0.0016666666666666668
CSTF3,0.0016666666666666668
AIP,0.0016666666666666668
STAT1,0.0016577540106951874
MMP25,0.0016522653377933165
CASP1,0.0016470588235294116
SULT2B1,0.0016470588235294116
ATAD2,0.001630927456382002
MTERF3,0.001619047619047619
DDIAS,0.0015789473684210524
ZNF358,0.0015569230769230768
HLA-B,0.0015569230769230768
HMGN2,0.0015569230769230768
DNAJC9,0.0015569230769230768
SHISA5,0.0015569230769230768
KIAA2013,0.0015569230769230768
TROAP,0.0015555555555555557
ITGB5,0.0015555555555555557
KAT14,0.0015555555555555557
EEF1A2,0.0015555555555555557
CXCL10,0.0015555555555555557
PTPRC,0.0015555555555555557
SLC6A20,0.0015555555555555557
MAP4K1,0.0015527950310559007
MAPKAPK3,0.0015527950310559007
HSP90B1,0.0015527950310559007
ASPHD2,0.0015485893416927901
ITGAE,0.0015485893416927901
ZNF419,0.0015485893416927901
SEPHS2,0.0015485893416927901
CD96,0.0015485893416927901
ALAD,0.0015456017854850184
LEPROTL1,0.0015428571428571427
ARHGEF3,0.0015428571428571427
STX11,0.0015428571428571427
CNOT10,0.0015428571428571427
DOCK6,0.0015428571428571427
SLC6A8,0.0015354838709677418
CFDP1,0.001533913043478261
AKR1B10,0.001533913043478261
TSSK1B,0.001533913043478261
P4HTM,0.0015339130434782607
CANX,0.00153240498631803
STMN3,0.00153240498631803
C1orf43,0.001531279178338002
SNHG7,0.0015293595293595292
TNMD,0.0015293595293595292
CD48,0.0015263157894736842
CNTFR,0.001524716553287982
UBA7,0.0015183821623023074
TMEM94,0.0015183821623023074
DNMT1,0.0015151515151515152
PBX1,0.0015151515151515152
CIB2,0.0015151515151515152
PLK1,0.0015151515151515152
SEMA5A,0.0015151515151515152
FAM3C,0.0015102238354506958
UHRF1,0.0015102238354506958
SHF,0.0015102238354506958
PBX3,0.0015102238354506956
METTL3,0.0015017301038062283
SNX22,0.0014857142857142857
FNBP1,0.0014857142857142857
FAM25A,0.001444015444015444
GRAMD2,0.0014335211007479916
CCNB2,0.0014319526627218934
SLC25A42,0.0014319526627218934
CCDC115,0.0014311111111111113
SRM,0.001431111111111111
PPA1,0.0014285714285714286
SEC11C,0.0014285714285714286
CXCL9,0.001424287856071964
PPP1R35,0.0014242878560719637
CPA2,0.0014242878560719637
EPHA6,0.0014181818181818182
GPR18,0.0014101382488479264
TMEM185A,0.0014101382488479262
PIM2,0.0014000000000000002
CHMP4B,0.001399537240075614
HNRNPR,0.0013957763975155281
PTK6,0.0013850066017898188
FCMR,0.0013850066017898188
CDC42EP2,0.0013752380952380952
PLEKHF1,0.0013639165636396824
BBS12,0.0013637965619349083
ECI1,0.0013637965619349081
SLC15A3,0.0013546218487394959
KLC1,0.0013520987654320987
RIN3,0.0013333333333333333
PLBD1,0.0013162393162393163
IGIP,0.0013142857142857142
ASB12,0.0013142857142857142
GUCY2C,0.0013142857142857142
SLC10A2,0.001313025210084033
FAM131A,0.0012961876832844577
SRXN1,0.0012961876832844575
ZNF280C,0.0012781954887218045
MTR,0.0012733686067019398
ZAK,0.0012689689440993788
RNF186,0.0012556521739130436
PAICS,0.0012556521739130436
LINC00936,0.001238095238095238
CTSE,0.0012198427102238355
TP53BP1,0.0012000000000000001
NSMF,0.0010400000000000003
MB21D2,0.0009599999999999997
SCN4B,0.0009100621118012424
NCAPD3,0.0008787328910405832
CNIH3,0.0008595739236133324
TRRAP,0.0008181818181818182
RIMBP2,0.0007999999999999998
DIRAS1,0.0007999999999999998
PARVG,0.0007944827586206897
TNFRSF10B,0.000761904761904762
WDR70,0.0007403365951061007
TRIB3,0.0007272727272727272
ALKBH8,0.0007038123167155424
MS4A4A,0.0006857142857142858
WASF3,0.0006453781512605043
PSAT1,0.0006453781512605043
FCGR1B,0.0006205355260383722
GSTA7P,0.0006072049689440996
FZD1,0.0006
MSI2,0.0005898617511520738
RENBP,0.0005898617511520737
ZNF543,0.0005898617511520737
NAT14,0.0005818181818181819
SLC9A7,0.0005818181818181819
NHS,0.0005757121439280361
NPB,0.0005757121439280361
SSPN,0.0005757121439280361
SPAG11A,0.0005757121439280361
LDLR,0.0005757121439280361
ENKUR,0.0005757121439280361
SHPK,0.0005757121439280359
ZBTB2,0.0005757121439280359
ATP9A,0.0005724223602484472
OR5R1,0.0005714285714285714
TMEM173,0.0005688888888888889
SNRNP35,0.0005688888888888889
CDCA5,0.0005688888888888889
EPO,0.0005680473372781065
SNHG15,0.0005680473372781065
SLC22A6,0.0005680473372781065
COX6B1,0.0005679012345679013
HAPLN4,0.0005559845559845561
JUND,0.0005559845559845561
CCDC112,0.0005258861439312566
TSC22D3,0.0005166666666666667
MX2,0.0005142857142857143
DMTN,0.0005128676470588237
HLA-F,0.0004982698961937716
ALDOA,0.00048484848484848484
PI16,0.0004848484848484848
PHLDB2,0.0004848484848484848
KPNA2,0.0004848484848484848
RBMXL1,0.000474897185194668
NOS2,0.00047368421052631577
TMEM251,0.00047368421052631577
SNORD64,0.0004645161290322581
FOXO4,0.0004645161290322581
SIL1,0.0004645161290322581
COMMD5,0.0004645161290322581
MIR301B,0.000464516129032258
CNOT11,0.000464516129032258
MTPAP,0.000464516129032258
DMRTC1B,0.0004628571428571429
HRC,0.0004602017377409368
POLR3H,0.0004571428571428573
NCAM1,0.0004571428571428573
MPZ,0.0004571428571428573
CPD,0.0004571428571428573
TTC36,0.0004571428571428573
ARHGAP5,0.00045714285714285724
MED24,0.00045714285714285724
GPR21,0.00045714285714285724
MYLK2,0.00045333333333333337
ACTR8,0.00045141065830721003
CPSF2,0.00045141065830721003
PSORS1C2,0.00045141065830721003
DDX42,0.00045141065830721003
NKD2,0.00045141065830721003
NEO1,0.00045141065830721003
LRP11,0.0004514106583072099
UBE2F,0.0004514106583072099
DENND1A,0.0004514106583072099
TAF11,0.0004514106583072099
KRTAP4-12,0.00044912280701754387
CHIA,0.00044720496894409947
DPYS,0.00044720496894409947
C9orf139,0.00044720496894409947
PTTG1IP,0.00044720496894409947
TECTB,0.0004472049689440992
UNC5A,0.0004472049689440992
TMEM9B,0.0004472049689440992
NAIP,0.0004472049689440992
LOC642852,0.0004472049689440992
FAM83B,0.0004444444444444444
F8A1,0.0004444444444444444
GOT2,0.0004444444444444444
AKNAD1,0.0004444444444444444
HAT1,0.0004444444444444444
NFIX,0.0004444444444444444
HES5,0.0004444444444444444
AVL9,0.0004444444444444444
CD36,0.00044401913875598075
PAH,0.0004430769230769232
KCNA3,0.0004430769230769232
TIMM21,0.0004430769230769232
GMIP,0.0004430769230769232
DENND4A,0.00044307692307692315
PPP1R16B,0.00044307692307692315
VPS37A,0.00044307692307692315
OXCT2,0.00044307692307692315
HIST1H4K,0.00044307692307692315
ADIRF,0.0004400000000000001
TARBP1,0.0004400000000000001
GNG10,0.0004353236714975847
CDR2L,0.000434567901234568
BYSL,0.00043378160301237224
HK1,0.0004265964450296247
PP7080,0.00042105263157894755
RASA4CP,0.000380952380952381
DCAF17,0.000380952380952381
TACC3,0.000380952380952381
SNX24,0.0003657142857142856
LINC00999,0.0003657142857142856
CASP4,0.00036169544740973316
PLA2G4C,0.0003529411764705883
BRD7P3,0.0003529411764705883
ZNF592,0.00034832996674215966
LOC107161159,0.0003422459893048127
CALR3,0.0003422459893048127
CRY2,0.0003422459893048127
TSPAN14,0.0003422459893048127
MEIG1,0.00034155597722960144
PLEKHD1,0.00033609108159392775
PSME3,0.0003333333333333333
NADK2,0.0003333333333333333
CAMTA2,0.0003333333333333333
LRRC8D,0.0003333333333333333
SLC40A1,0.0003333333333333333
ADAMTS10,0.0003333333333333333
TCHHL1,0.0003333333333333333
OR5M10,0.00033185185185185195
KLK13,0.0003310344827586206
HIST1H4C,0.00033088235294117646
TMEM89,0.00033088235294117646
SNORD71,0.00032811859516466036
GPR82,0.00032597623089983014
ENTPD2,0.00032597623089983014
HDGFL1,0.00032597623089983014
IFT122,0.0003259762308998301
LINC00264,0.0003259762308998301
CAPN13,0.0003259762308998301
HLA-DMB,0.0003259762308998301
DNASE1L1,0.0003259762308998301
REC8,0.0003259762308998301
TAB2,0.0003259762308998301
DNAH3,0.0003259762308998301
PCDHGA2,0.00032522686025408354
SPHK1,0.00032442580887414717
ARHGAP30,0.0003244258088741471
ABCG2,0.00032384566729917773
DEF8,0.00032000000000000013
NUSAP1,0.00032
NTRK3,0.00032
TUBB4A,0.0003192118226600983
FAM101A,0.0003183673469387756
MT1E,0.00031812865497076023
P2RY10,0.00031812865497076023
BCAS4,0.00031812865497076023
CDS1,0.00031812865497076023
FERMT2,0.0003160493827160494
BTF3,0.0003152709359605911
ABHD4,0.0003152709359605911
CDRT15P2,0.0003152709359605911
SLC1A7,0.0003152709359605911
MIR640,0.0003152709359605911
LOC440446,0.00031527093596059097
FGF17,0.00031527093596059097
TIMM10,0.00031527093596059097
TEP1,0.00031527093596059097
DFNA5,0.00031527093596059097
SH3BP4,0.00031527093596059097
