Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)	2/8	3.847032e-05	1.553609e-03	0	0	3.025758e+02	3.075871e+03	HLA-B;HLA-E
GO_Biological_Process_2021	regulation of CD8-positive, alpha-beta T cell proliferation (GO:2000564)	2/8	3.847032e-05	1.553609e-03	0	0	3.025758e+02	3.075871e+03	IRF1;HLA-E
GO_Biological_Process_2021	regulation of CD8-positive, alpha-beta T cell activation (GO:2001185)	2/9	4.942570e-05	1.853464e-03	0	0	2.593377e+02	2.571343e+03	IRF1;HLA-E
GO_Biological_Process_2021	regulation of innate immune response (GO:0045088)	3/64	6.028541e-05	2.109989e-03	0	0	4.663934e+01	4.531675e+02	IRF1;CCL5;HLA-E
GO_Biological_Process_2021	response to interferon-gamma (GO:0034341)	3/80	1.173935e-04	3.844265e-03	0	0	3.691837e+01	3.341104e+02	STAT1;CCL5;GBP4
GO_Biological_Process_2021	antigen processing and presentation of endogenous peptide antigen (GO:0002483)	2/14	1.244809e-04	3.844265e-03	0	0	1.512424e+02	1.359875e+03	TAP1;HLA-E
GO_Biological_Process_2021	negative regulation of natural killer cell mediated cytotoxicity (GO:0045953)	2/16	1.639105e-04	4.780724e-03	0	0	1.296234e+02	1.129822e+03	HLA-B;HLA-E
GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)	5/482	2.316403e-04	6.400586e-03	0	0	1.075748e+01	9.004357e+01	STAT1;IRF1;CCL5;GBP4;HSP90B1
GO_Biological_Process_2021	cellular response to interferon-beta (GO:0035458)	2/20	2.587661e-04	6.792610e-03	0	0	1.007980e+02	8.325496e+02	STAT1;IRF1
GO_Biological_Process_2021	positive regulation of T cell mediated cytotoxicity (GO:0001916)	2/26	4.406860e-04	1.101715e-02	0	0	7.557576e+01	5.839873e+02	HLA-B;HLA-E
GO_Biological_Process_2021	response to interferon-beta (GO:0035456)	2/28	5.118017e-04	1.221345e-02	0	0	6.975524e+01	5.285755e+02	STAT1;IRF1
GO_Biological_Process_2021	regulation of T cell mediated cytotoxicity (GO:0001914)	2/29	5.493106e-04	1.253861e-02	0	0	6.716835e+01	5.042225e+02	HLA-B;HLA-E
GO_Biological_Process_2021	cellular response to organic cyclic compound (GO:0071407)	3/150	7.455216e-04	1.630829e-02	0	0	1.927017e+01	1.387727e+02	AOC1;CCL5;HSP90B1
GO_Biological_Process_2021	positive regulation of innate immune response (GO:0045089)	2/36	8.480218e-04	1.712352e-02	0	0	5.332086e+01	3.771173e+02	CCL5;HLA-E
GO_Biological_Process_2021	positive regulation of T cell mediated immunity (GO:0002711)	2/36	8.480218e-04	1.712352e-02	0	0	5.332086e+01	3.771173e+02	HLA-B;HLA-E
GO_Biological_Process_2021	positive regulation of leukocyte mediated cytotoxicity (GO:0001912)	2/43	1.209287e-03	2.329532e-02	0	0	4.420177e+01	2.969353e+02	HLA-B;HLA-E
GO_Biological_Process_2021	regulation of immune response (GO:0050776)	3/179	1.242417e-03	2.329532e-02	0	0	1.607143e+01	1.075291e+02	IRF1;HLA-B;HLA-E
GO_Biological_Process_2021	positive regulation of smooth muscle cell proliferation (GO:0048661)	2/46	1.383020e-03	2.503744e-02	0	0	4.118182e+01	2.711199e+02	STAT1;CCL5
GO_Biological_Process_2021	cellular response to tumor necrosis factor (GO:0071356)	3/194	1.565173e-03	2.655461e-02	0	0	1.479806e+01	9.559187e+01	STAT1;CCL5;PSME1
GO_Biological_Process_2021	regulation of smooth muscle cell proliferation (GO:0048660)	2/49	1.567987e-03	2.655461e-02	0	0	3.854739e+01	2.489376e+02	STAT1;CCL5
GO_Biological_Process_2021	pattern recognition receptor signaling pathway (GO:0002221)	2/61	2.418659e-03	3.968113e-02	0	0	3.068875e+01	1.848857e+02	APOB;HSP90B1
GO_Biological_Process_2021	diterpenoid metabolic process (GO:0016101)	2/64	2.658653e-03	4.229675e-02	0	0	2.919941e+01	1.731506e+02	ADH4;APOB
GO_Biological_Process_2021	negative regulation of viral process (GO:0048525)	2/70	3.170908e-03	4.754801e-02	0	0	2.661497e+01	1.531356e+02	STAT1;CCL5
GO_Biological_Process_2021	defense response to Gram-positive bacterium (GO:0050830)	2/70	3.170908e-03	4.754801e-02	0	0	2.661497e+01	1.531356e+02	GBP4;HLA-E
GO_Biological_Process_2021	regulation of endopeptidase activity (GO:0052548)	2/71	3.260435e-03	4.754801e-02	0	0	2.622793e+01	1.501784e+02	SERPINE2;PSME1
GO_Biological_Process_2021	positive regulation of lymphocyte proliferation (GO:0050671)	2/75	3.630302e-03	5.103866e-02	0	0	2.478580e+01	1.392575e+02	CCL5;HLA-E
GO_Biological_Process_2021	positive regulation of type I interferon production (GO:0032481)	2/77	3.822254e-03	5.103866e-02	0	0	2.412242e+01	1.342875e+02	STAT1;IRF1
GO_Biological_Process_2021	regulation of Ras protein signal transduction (GO:0046578)	2/86	4.743271e-03	5.103866e-02	0	0	2.152814e+01	1.151977e+02	ARHGDIB;FBP1
GO_Biological_Process_2021	toll-like receptor signaling pathway (GO:0002224)	2/91	5.294917e-03	5.103866e-02	0	0	2.031359e+01	1.064637e+02	APOB;HSP90B1
GO_Biological_Process_2021	retinoid metabolic process (GO:0001523)	2/92	5.408632e-03	5.103866e-02	0	0	2.008687e+01	1.048486e+02	ADH4;APOB
GO_Biological_Process_2021	fatty acid omega-oxidation (GO:0010430)	1/5	5.986139e-03	5.103866e-02	0	0	2.170870e+02	1.111118e+03	ADH4
GO_Biological_Process_2021	renal tubule development (GO:0061326)	1/5	5.986139e-03	5.103866e-02	0	0	2.170870e+02	1.111118e+03	STAT1
GO_Biological_Process_2021	regulation of cellular response to osmotic stress (GO:0106049)	1/5	5.986139e-03	5.103866e-02	0	0	2.170870e+02	1.111118e+03	SLC25A23
GO_Biological_Process_2021	negative regulation of plasminogen activation (GO:0010757)	1/5	5.986139e-03	5.103866e-02	0	0	2.170870e+02	1.111118e+03	SERPINE2
GO_Biological_Process_2021	negative regulation of regulatory T cell differentiation (GO:0045590)	1/5	5.986139e-03	5.103866e-02	0	0	2.170870e+02	1.111118e+03	IRF1
GO_Biological_Process_2021	positive regulation of natural killer cell chemotaxis (GO:2000503)	1/5	5.986139e-03	5.103866e-02	0	0	2.170870e+02	1.111118e+03	CCL5
GO_Biological_Process_2021	cellular response to heparin (GO:0071504)	1/5	5.986139e-03	5.103866e-02	0	0	2.170870e+02	1.111118e+03	AOC1
GO_Biological_Process_2021	positive regulation of natural killer cell proliferation (GO:0032819)	1/5	5.986139e-03	5.103866e-02	0	0	2.170870e+02	1.111118e+03	HLA-E
GO_Biological_Process_2021	regulation of intestinal lipid absorption (GO:1904729)	1/5	5.986139e-03	5.103866e-02	0	0	2.170870e+02	1.111118e+03	PRAP1
GO_Biological_Process_2021	metanephric mesenchymal cell differentiation (GO:0072162)	1/5	5.986139e-03	5.103866e-02	0	0	2.170870e+02	1.111118e+03	STAT1
GO_Biological_Process_2021	nucleoside triphosphate catabolic process (GO:0009143)	1/5	5.986139e-03	5.103866e-02	0	0	2.170870e+02	1.111118e+03	SMPDL3A
GO_Biological_Process_2021	regulation of natural killer cell mediated immunity (GO:0002715)	1/5	5.986139e-03	5.103866e-02	0	0	2.170870e+02	1.111118e+03	HLA-E
GO_Biological_Process_2021	disaccharide biosynthetic process (GO:0046351)	1/5	5.986139e-03	5.103866e-02	0	0	2.170870e+02	1.111118e+03	FBP1
GO_Biological_Process_2021	cellular response to organonitrogen compound (GO:0071417)	2/103	6.733015e-03	5.103866e-02	0	0	1.788929e+01	8.945954e+01	AOC1;HSP90B1
GO_Biological_Process_2021	positive regulation of cell-cell adhesion mediated by integrin (GO:0033634)	1/6	7.179245e-03	5.103866e-02	0	0	1.736609e+02	8.572875e+02	CCL5
GO_Biological_Process_2021	foam cell differentiation (GO:0090077)	1/6	7.179245e-03	5.103866e-02	0	0	1.736609e+02	8.572875e+02	STAT1
GO_Biological_Process_2021	positive regulation of cholesterol storage (GO:0010886)	1/6	7.179245e-03	5.103866e-02	0	0	1.736609e+02	8.572875e+02	APOB
GO_Biological_Process_2021	response to heparin (GO:0071503)	1/6	7.179245e-03	5.103866e-02	0	0	1.736609e+02	8.572875e+02	AOC1
GO_Biological_Process_2021	cellular response to magnesium ion (GO:0071286)	1/6	7.179245e-03	5.103866e-02	0	0	1.736609e+02	8.572875e+02	FBP1
GO_Biological_Process_2021	negative regulation of trophoblast cell migration (GO:1901164)	1/6	7.179245e-03	5.103866e-02	0	0	1.736609e+02	8.572875e+02	ARHGDIB
GO_Biological_Process_2021	cellular response to X-ray (GO:0071481)	1/6	7.179245e-03	5.103866e-02	0	0	1.736609e+02	8.572875e+02	PRAP1
GO_Biological_Process_2021	macrophage derived foam cell differentiation (GO:0010742)	1/6	7.179245e-03	5.103866e-02	0	0	1.736609e+02	8.572875e+02	STAT1
GO_Biological_Process_2021	mesenchymal cell differentiation involved in kidney development (GO:0072161)	1/6	7.179245e-03	5.103866e-02	0	0	1.736609e+02	8.572875e+02	STAT1
GO_Biological_Process_2021	vesicle fusion with endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane (GO:1990668)	1/6	7.179245e-03	5.103866e-02	0	0	1.736609e+02	8.572875e+02	TAP1
GO_Biological_Process_2021	post-translational protein modification (GO:0043687)	3/345	7.872455e-03	5.103866e-02	0	0	8.201337e+00	3.973043e+01	PSME1;APOB;HSP90B1
GO_Biological_Process_2021	positive regulation of activation of Janus kinase activity (GO:0010536)	1/7	8.370979e-03	5.103866e-02	0	0	1.447101e+02	6.921464e+02	CCL5
GO_Biological_Process_2021	aldehyde catabolic process (GO:0046185)	1/7	8.370979e-03	5.103866e-02	0	0	1.447101e+02	6.921464e+02	ADH4
GO_Biological_Process_2021	regulation of T cell tolerance induction (GO:0002664)	1/7	8.370979e-03	5.103866e-02	0	0	1.447101e+02	6.921464e+02	HLA-B
GO_Biological_Process_2021	regulation by virus of viral protein levels in host cell (GO:0046719)	1/7	8.370979e-03	5.103866e-02	0	0	1.447101e+02	6.921464e+02	STAT1
GO_Biological_Process_2021	glycerol transport (GO:0015793)	1/7	8.370979e-03	5.103866e-02	0	0	1.447101e+02	6.921464e+02	AQP10
GO_Biological_Process_2021	positive regulation of lymphocyte apoptotic process (GO:0070230)	1/7	8.370979e-03	5.103866e-02	0	0	1.447101e+02	6.921464e+02	CCL5
GO_Biological_Process_2021	positive regulation of natural killer cell cytokine production (GO:0002729)	1/7	8.370979e-03	5.103866e-02	0	0	1.447101e+02	6.921464e+02	HLA-E
GO_Biological_Process_2021	cellular response to histamine (GO:0071420)	1/7	8.370979e-03	5.103866e-02	0	0	1.447101e+02	6.921464e+02	AOC1
GO_Biological_Process_2021	negative regulation of T cell apoptotic process (GO:0070233)	1/7	8.370979e-03	5.103866e-02	0	0	1.447101e+02	6.921464e+02	CCL5
GO_Biological_Process_2021	chylomicron remnant clearance (GO:0034382)	1/7	8.370979e-03	5.103866e-02	0	0	1.447101e+02	6.921464e+02	APOB
GO_Biological_Process_2021	regulation of natural killer cell chemotaxis (GO:2000501)	1/7	8.370979e-03	5.103866e-02	0	0	1.447101e+02	6.921464e+02	CCL5
GO_Biological_Process_2021	regulation of natural killer cell cytokine production (GO:0002727)	1/7	8.370979e-03	5.103866e-02	0	0	1.447101e+02	6.921464e+02	HLA-E
GO_Biological_Process_2021	regulation of natural killer cell proliferation (GO:0032817)	1/7	8.370979e-03	5.103866e-02	0	0	1.447101e+02	6.921464e+02	HLA-E
GO_Biological_Process_2021	peptide transport (GO:0015833)	1/7	8.370979e-03	5.103866e-02	0	0	1.447101e+02	6.921464e+02	TAP1
GO_Biological_Process_2021	regulation of phospholipid transport (GO:2001138)	1/7	8.370979e-03	5.103866e-02	0	0	1.447101e+02	6.921464e+02	PRAP1
GO_Biological_Process_2021	tumor necrosis factor-mediated signaling pathway (GO:0033209)	2/116	8.468587e-03	5.103866e-02	0	0	1.583892e+01	7.557367e+01	STAT1;PSME1
GO_Biological_Process_2021	positive regulation of astrocyte differentiation (GO:0048711)	1/8	9.561343e-03	5.103866e-02	0	0	1.240311e+02	5.767478e+02	SERPINE2
GO_Biological_Process_2021	alpha-beta T cell activation (GO:0046631)	1/8	9.561343e-03	5.103866e-02	0	0	1.240311e+02	5.767478e+02	HLA-E
GO_Biological_Process_2021	amine metabolic process (GO:0009308)	1/8	9.561343e-03	5.103866e-02	0	0	1.240311e+02	5.767478e+02	AOC1
GO_Biological_Process_2021	antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885)	1/8	9.561343e-03	5.103866e-02	0	0	1.240311e+02	5.767478e+02	TAP1
GO_Biological_Process_2021	fructose metabolic process (GO:0006000)	1/8	9.561343e-03	5.103866e-02	0	0	1.240311e+02	5.767478e+02	FBP1
GO_Biological_Process_2021	regulation of activation of Janus kinase activity (GO:0010533)	1/8	9.561343e-03	5.103866e-02	0	0	1.240311e+02	5.767478e+02	CCL5
GO_Biological_Process_2021	regulation of alpha-beta T cell proliferation (GO:0046640)	1/8	9.561343e-03	5.103866e-02	0	0	1.240311e+02	5.767478e+02	IRF1
GO_Biological_Process_2021	positive regulation of homotypic cell-cell adhesion (GO:0034112)	1/8	9.561343e-03	5.103866e-02	0	0	1.240311e+02	5.767478e+02	CCL5
GO_Biological_Process_2021	interleukin-21-mediated signaling pathway (GO:0038114)	1/8	9.561343e-03	5.103866e-02	0	0	1.240311e+02	5.767478e+02	STAT1
GO_Biological_Process_2021	cellular response to interleukin-21 (GO:0098757)	1/8	9.561343e-03	5.103866e-02	0	0	1.240311e+02	5.767478e+02	STAT1
GO_Biological_Process_2021	defense response to symbiont (GO:0140546)	2/124	9.626088e-03	5.103866e-02	0	0	1.479434e+01	6.869422e+01	STAT1;IRF1
GO_Biological_Process_2021	cellular response to metal ion (GO:0071248)	2/131	1.069358e-02	5.103866e-02	0	0	1.398661e+01	6.347280e+01	AOC1;FBP1
GO_Biological_Process_2021	positive regulation of CD8-positive, alpha-beta T cell activation (GO:2001187)	1/9	1.075034e-02	5.103866e-02	0	0	1.085217e+02	4.919093e+02	HLA-E
GO_Biological_Process_2021	fructose 1,6-bisphosphate metabolic process (GO:0030388)	1/9	1.075034e-02	5.103866e-02	0	0	1.085217e+02	4.919093e+02	FBP1
GO_Biological_Process_2021	ATF6-mediated unfolded protein response (GO:0036500)	1/9	1.075034e-02	5.103866e-02	0	0	1.085217e+02	4.919093e+02	HSP90B1
GO_Biological_Process_2021	response to magnesium ion (GO:0032026)	1/9	1.075034e-02	5.103866e-02	0	0	1.085217e+02	4.919093e+02	FBP1
GO_Biological_Process_2021	negative regulation of platelet aggregation (GO:0090331)	1/9	1.075034e-02	5.103866e-02	0	0	1.085217e+02	4.919093e+02	SERPINE2
GO_Biological_Process_2021	positive regulation of mitochondrial calcium ion concentration (GO:0051561)	1/9	1.075034e-02	5.103866e-02	0	0	1.085217e+02	4.919093e+02	SLC25A23
GO_Biological_Process_2021	interleukin-9-mediated signaling pathway (GO:0038113)	1/9	1.075034e-02	5.103866e-02	0	0	1.085217e+02	4.919093e+02	STAT1
GO_Biological_Process_2021	cellular response to interleukin-9 (GO:0071355)	1/9	1.075034e-02	5.103866e-02	0	0	1.085217e+02	4.919093e+02	STAT1
GO_Biological_Process_2021	chylomicron remodeling (GO:0034371)	1/9	1.075034e-02	5.103866e-02	0	0	1.085217e+02	4.919093e+02	APOB
GO_Biological_Process_2021	regulation of cell adhesion (GO:0030155)	2/133	1.100782e-02	5.103866e-02	0	0	1.377169e+01	6.209859e+01	CCL5;ARHGDIB
GO_Biological_Process_2021	defense response to virus (GO:0051607)	2/133	1.100782e-02	5.103866e-02	0	0	1.377169e+01	6.209859e+01	STAT1;IRF1
GO_Biological_Process_2021	organic substance transport (GO:0071702)	2/136	1.148682e-02	5.103866e-02	0	0	1.346133e+01	6.012577e+01	TAP1;HSP90B1
GO_Biological_Process_2021	fructose 6-phosphate metabolic process (GO:0006002)	1/10	1.193796e-02	5.103866e-02	0	0	9.645894e+01	4.271232e+02	FBP1
GO_Biological_Process_2021	negative regulation of glycolytic process (GO:0045820)	1/10	1.193796e-02	5.103866e-02	0	0	9.645894e+01	4.271232e+02	FBP1
GO_Biological_Process_2021	regulation of carbohydrate biosynthetic process (GO:0043255)	1/10	1.193796e-02	5.103866e-02	0	0	9.645894e+01	4.271232e+02	FBP1
GO_Biological_Process_2021	granulocyte activation (GO:0036230)	1/10	1.193796e-02	5.103866e-02	0	0	9.645894e+01	4.271232e+02	CCL5
GO_Biological_Process_2021	calcium import into the mitochondrion (GO:0036444)	1/10	1.193796e-02	5.103866e-02	0	0	9.645894e+01	4.271232e+02	SLC25A23
GO_Biological_Process_2021	regulation of cell-cell adhesion mediated by integrin (GO:0033632)	1/10	1.193796e-02	5.103866e-02	0	0	9.645894e+01	4.271232e+02	CCL5
GO_Biological_Process_2021	negative regulation of lymphocyte apoptotic process (GO:0070229)	1/10	1.193796e-02	5.103866e-02	0	0	9.645894e+01	4.271232e+02	CCL5
GO_Biological_Process_2021	response to histamine (GO:0034776)	1/10	1.193796e-02	5.103866e-02	0	0	9.645894e+01	4.271232e+02	AOC1
GO_Biological_Process_2021	cell differentiation involved in metanephros development (GO:0072202)	1/10	1.193796e-02	5.103866e-02	0	0	9.645894e+01	4.271232e+02	STAT1
GO_Biological_Process_2021	positive regulation of mesenchymal cell proliferation (GO:0002053)	1/10	1.193796e-02	5.103866e-02	0	0	9.645894e+01	4.271232e+02	STAT1
GO_Biological_Process_2021	cellular response to acidic pH (GO:0071468)	1/10	1.193796e-02	5.103866e-02	0	0	9.645894e+01	4.271232e+02	AQP10
GO_Biological_Process_2021	negative regulation of purine nucleotide metabolic process (GO:1900543)	1/10	1.193796e-02	5.103866e-02	0	0	9.645894e+01	4.271232e+02	FBP1
GO_Biological_Process_2021	lipoprotein transport (GO:0042953)	1/10	1.193796e-02	5.103866e-02	0	0	9.645894e+01	4.271232e+02	APOB
GO_Biological_Process_2021	chylomicron assembly (GO:0034378)	1/10	1.193796e-02	5.103866e-02	0	0	9.645894e+01	4.271232e+02	APOB
GO_Biological_Process_2021	positive regulation of T cell apoptotic process (GO:0070234)	1/10	1.193796e-02	5.103866e-02	0	0	9.645894e+01	4.271232e+02	CCL5
GO_Biological_Process_2021	receptor-mediated endocytosis (GO:0006898)	2/143	1.263975e-02	5.103866e-02	0	0	1.278852e+01	5.589747e+01	APOB;HSP90B1
GO_Biological_Process_2021	alcohol catabolic process (GO:0046164)	1/11	1.312423e-02	5.103866e-02	0	0	8.680870e+01	3.761677e+02	ADH4
GO_Biological_Process_2021	regulation of T cell apoptotic process (GO:0070232)	1/11	1.312423e-02	5.103866e-02	0	0	8.680870e+01	3.761677e+02	CCL5
GO_Biological_Process_2021	negative regulation of homotypic cell-cell adhesion (GO:0034111)	1/11	1.312423e-02	5.103866e-02	0	0	8.680870e+01	3.761677e+02	SERPINE2
GO_Biological_Process_2021	positive regulation of interleukin-13 production (GO:0032736)	1/11	1.312423e-02	5.103866e-02	0	0	8.680870e+01	3.761677e+02	HLA-E
GO_Biological_Process_2021	negative regulation of natural killer cell mediated immunity (GO:0002716)	1/11	1.312423e-02	5.103866e-02	0	0	8.680870e+01	3.761677e+02	HLA-E
GO_Biological_Process_2021	positive regulation of lipid localization (GO:1905954)	1/11	1.312423e-02	5.103866e-02	0	0	8.680870e+01	3.761677e+02	APOB
GO_Biological_Process_2021	negative regulation of protein maturation (GO:1903318)	1/11	1.312423e-02	5.103866e-02	0	0	8.680870e+01	3.761677e+02	SERPINE2
GO_Biological_Process_2021	interleukin-35-mediated signaling pathway (GO:0070757)	1/11	1.312423e-02	5.103866e-02	0	0	8.680870e+01	3.761677e+02	STAT1
GO_Biological_Process_2021	sphingomyelin metabolic process (GO:0006684)	1/11	1.312423e-02	5.103866e-02	0	0	8.680870e+01	3.761677e+02	SMPDL3A
GO_Biological_Process_2021	positive regulation of phospholipid transport (GO:2001140)	1/11	1.312423e-02	5.103866e-02	0	0	8.680870e+01	3.761677e+02	PRAP1
GO_Biological_Process_2021	lipoprotein localization (GO:0044872)	1/11	1.312423e-02	5.103866e-02	0	0	8.680870e+01	3.761677e+02	APOB
GO_Biological_Process_2021	regulation of mesenchymal cell proliferation (GO:0010464)	1/11	1.312423e-02	5.103866e-02	0	0	8.680870e+01	3.761677e+02	STAT1
GO_Biological_Process_2021	metanephric mesenchyme development (GO:0072075)	1/11	1.312423e-02	5.103866e-02	0	0	8.680870e+01	3.761677e+02	STAT1
GO_Biological_Process_2021	ethanol oxidation (GO:0006069)	1/12	1.430912e-02	5.216867e-02	0	0	7.891304e+01	3.351325e+02	ADH4
GO_Biological_Process_2021	regulation of astrocyte differentiation (GO:0048710)	1/12	1.430912e-02	5.216867e-02	0	0	7.891304e+01	3.351325e+02	SERPINE2
GO_Biological_Process_2021	negative regulation of hemostasis (GO:1900047)	1/12	1.430912e-02	5.216867e-02	0	0	7.891304e+01	3.351325e+02	SERPINE2
GO_Biological_Process_2021	regulation of dendritic cell differentiation (GO:2001198)	1/12	1.430912e-02	5.216867e-02	0	0	7.891304e+01	3.351325e+02	HLA-B
GO_Biological_Process_2021	macrophage chemotaxis (GO:0048246)	1/12	1.430912e-02	5.216867e-02	0	0	7.891304e+01	3.351325e+02	CCL5
GO_Biological_Process_2021	organic hydroxy compound catabolic process (GO:1901616)	1/12	1.430912e-02	5.216867e-02	0	0	7.891304e+01	3.351325e+02	ADH4
GO_Biological_Process_2021	very-low-density lipoprotein particle assembly (GO:0034379)	1/12	1.430912e-02	5.216867e-02	0	0	7.891304e+01	3.351325e+02	APOB
GO_Biological_Process_2021	regulation of plasminogen activation (GO:0010755)	1/12	1.430912e-02	5.216867e-02	0	0	7.891304e+01	3.351325e+02	SERPINE2
GO_Biological_Process_2021	polyol transport (GO:0015791)	1/12	1.430912e-02	5.216867e-02	0	0	7.891304e+01	3.351325e+02	AQP10
GO_Biological_Process_2021	cellular response to interleukin-1 (GO:0071347)	2/155	1.472904e-02	5.332930e-02	0	0	1.177837e+01	4.968039e+01	CCL5;PSME1
GO_Biological_Process_2021	positive regulation of lipid transport (GO:0032370)	1/13	1.549266e-02	5.337978e-02	0	0	7.233333e+01	3.014412e+02	PRAP1
GO_Biological_Process_2021	regulation of homotypic cell-cell adhesion (GO:0034110)	1/13	1.549266e-02	5.337978e-02	0	0	7.233333e+01	3.014412e+02	CCL5
GO_Biological_Process_2021	triglyceride-rich lipoprotein particle remodeling (GO:0034370)	1/13	1.549266e-02	5.337978e-02	0	0	7.233333e+01	3.014412e+02	APOB
GO_Biological_Process_2021	negative regulation by host of viral transcription (GO:0043922)	1/13	1.549266e-02	5.337978e-02	0	0	7.233333e+01	3.014412e+02	CCL5
GO_Biological_Process_2021	polyamine metabolic process (GO:0006595)	1/13	1.549266e-02	5.337978e-02	0	0	7.233333e+01	3.014412e+02	AOC1
GO_Biological_Process_2021	regulation of response to interferon-gamma (GO:0060330)	1/14	1.667483e-02	5.337978e-02	0	0	6.676589e+01	2.733299e+02	STAT1
GO_Biological_Process_2021	negative regulation of coagulation (GO:0050819)	1/14	1.667483e-02	5.337978e-02	0	0	6.676589e+01	2.733299e+02	SERPINE2
GO_Biological_Process_2021	regulation of trophoblast cell migration (GO:1901163)	1/14	1.667483e-02	5.337978e-02	0	0	6.676589e+01	2.733299e+02	ARHGDIB
GO_Biological_Process_2021	carbohydrate transport (GO:0008643)	1/14	1.667483e-02	5.337978e-02	0	0	6.676589e+01	2.733299e+02	AQP10
GO_Biological_Process_2021	response to X-ray (GO:0010165)	1/14	1.667483e-02	5.337978e-02	0	0	6.676589e+01	2.733299e+02	PRAP1
GO_Biological_Process_2021	positive regulation of lymphocyte migration (GO:2000403)	1/14	1.667483e-02	5.337978e-02	0	0	6.676589e+01	2.733299e+02	CCL5
GO_Biological_Process_2021	positive regulation of macrophage chemotaxis (GO:0010759)	1/14	1.667483e-02	5.337978e-02	0	0	6.676589e+01	2.733299e+02	CCL5
GO_Biological_Process_2021	negative regulation of T cell differentiation (GO:0045581)	1/14	1.667483e-02	5.337978e-02	0	0	6.676589e+01	2.733299e+02	IRF1
GO_Biological_Process_2021	low-density lipoprotein particle remodeling (GO:0034374)	1/14	1.667483e-02	5.337978e-02	0	0	6.676589e+01	2.733299e+02	APOB
GO_Biological_Process_2021	positive regulation of T cell chemotaxis (GO:0010820)	1/14	1.667483e-02	5.337978e-02	0	0	6.676589e+01	2.733299e+02	CCL5
GO_Biological_Process_2021	nucleoside phosphate catabolic process (GO:1901292)	1/14	1.667483e-02	5.337978e-02	0	0	6.676589e+01	2.733299e+02	SMPDL3A
GO_Biological_Process_2021	nucleoside triphosphate metabolic process (GO:0009141)	1/14	1.667483e-02	5.337978e-02	0	0	6.676589e+01	2.733299e+02	SMPDL3A
GO_Biological_Process_2021	defense response to protozoan (GO:0042832)	1/14	1.667483e-02	5.337978e-02	0	0	6.676589e+01	2.733299e+02	GBP4
GO_Biological_Process_2021	detection of bacterium (GO:0016045)	1/14	1.667483e-02	5.337978e-02	0	0	6.676589e+01	2.733299e+02	HLA-B
